StartOfProtocolGeneralReport
Protocol Name	 Pico-green assay run
Application Type	Analysis
Reading Direction	Row
Result Name	1220344030849-4330332423663
Date Created	13 May 2007
Date Edited	12 December 2013
Date Last Used	06 June 2014
Date Measured	06 June 2014
Date Evaluated	06 June 2014
Valid	Measured
EndOfProtocolGeneralReport
StartOfMethodListReport
Method 1	Shake
Shake Type	Linear
Shake Intensity	Low
Shake Duration	10
Method 2	x_DTX880_Fluor_Int_Bottom fly mode
Measurement Technique	FluorescenceIntensityBottom
Scan Points horizontal	2
Scan Points vertical	2
ScanResolutionX	3.31875
ScanResolutionY	3.31875
EndOfMethodListReport
StartOfLabwareReport
Labeware Name	x_DTX_Fluor_Greiner 96 black clear bottom
Wells_X	12
Wells_Y	8
WellCount	96
Labware Created	21 February 2007
Labware Edited	13 May 2007
Notes	µ-Clear, #655 096
Lot #	Lot 2013-03-11T12:19:19
Lot Created	11 March 2013
Lot Optimized	11 March 2013
Notes	None
EndOfLabwareReport
StartOfStepParameterReport
DataReductions.DataReductionStep	Data Reduction Evaluation	
DataReductions.DataReductionStep	Type	Function	
DataReductions.DataReductionStep	Alias	REDUCTION_A1	
DataReductions.DataReductionStep	Units	
DataReductions.DataReductionStep	DataName	
DataReductions.DataReductionStep	Method	x_DTX880_Fluor_Int_Bottom fly mode	
DataReductions.DataReductionStep	
EndOfStepParameterReport
StartOfResultLayerReport	Layout
ResultLayerStepName	
Name	Layout
UnitName	Layout
Status	OK
Rows	8
Columns	12
1.1	S1	OK
1.2	S9	OK
1.3	S17	OK
1.4	S25	OK
1.5	S33	OK
1.6	S41	OK
1.7	S49	OK
1.8	S57	OK
1.9	S65	OK
1.10	S73	OK
1.11	S81	OK
1.12	S89	OK
2.1	S2	OK
2.2	S10	OK
2.3	S18	OK
2.4	S26	OK
2.5	S34	OK
2.6	S42	OK
2.7	S50	OK
2.8	S58	OK
2.9	S66	OK
2.10	S74	OK
2.11	S82	OK
2.12	S90	OK
3.1	S3	OK
3.2	S11	OK
3.3	S19	OK
3.4	S27	OK
3.5	S35	OK
3.6	S43	OK
3.7	S51	OK
3.8	S59	OK
3.9	S67	OK
3.10	S75	OK
3.11	S83	OK
3.12	S91	OK
4.1	S4	OK
4.2	S12	OK
4.3	S20	OK
4.4	S28	OK
4.5	S36	OK
4.6	S44	OK
4.7	S52	OK
4.8	S60	OK
4.9	S68	OK
4.10	S76	OK
4.11	S84	OK
4.12	S92	OK
5.1	S5	OK
5.2	S13	OK
5.3	S21	OK
5.4	S29	OK
5.5	S37	OK
5.6	S45	OK
5.7	S53	OK
5.8	S61	OK
5.9	S69	OK
5.10	S77	OK
5.11	S85	OK
5.12	S93	OK
6.1	S6	OK
6.2	S14	OK
6.3	S22	OK
6.4	S30	OK
6.5	S38	OK
6.6	S46	OK
6.7	S54	OK
6.8	S62	OK
6.9	S70	OK
6.10	S78	OK
6.11	S86	OK
6.12	S94	OK
7.1	S7	OK
7.2	S15	OK
7.3	S23	OK
7.4	S31	OK
7.5	S39	OK
7.6	S47	OK
7.7	S55	OK
7.8	S63	OK
7.9	S71	OK
7.10	S79	OK
7.11	S87	OK
7.12	S95	OK
8.1	S8	OK
8.2	S16	OK
8.3	S24	OK
8.4	S32	OK
8.5	S40	OK
8.6	S48	OK
8.7	S56	OK
8.8	S64	OK
8.9	S72	OK
8.10	S80	OK
8.11	S88	OK
8.12	S96	OK
EndOfResultLayerReport	Layout
StartOfResultLayerReport	DataReductionStep
ResultLayerStepName	DataReductionStep
Name	REDUCTION_A1
UnitName	RFU
Status	OK
Rows	8
Columns	12
1.1	1499520.5	OK
1.2	1053724.5	OK
1.3	507112.3	OK
1.4	775045.5	OK
1.5	615407.0	OK
1.6	360449.8	OK
1.7	134634.8	OK
1.8	380846.5	OK
1.9	524689.3	OK
1.10	906611.0	OK
1.11	118578.8	OK
1.12	6646.5	OK
2.1	850484.3	OK
2.2	1226834.3	OK
2.3	555555.3	OK
2.4	751063.5	OK
2.5	299512.5	OK
2.6	377708.0	OK
2.7	759975.8	OK
2.8	726412.3	OK
2.9	868303.5	OK
2.10	774974.0	OK
2.11	529920.3	OK
2.12	987292.3	OK
3.1	2356405.8	OK
3.2	827347.0	OK
3.3	625157.3	OK
3.4	5622.0	OK
3.5	5283.8	OK
3.6	1643632.8	OK
3.7	553153.0	OK
3.8	1391602.8	OK
3.9	958029.5	OK
3.10	753827.0	OK
3.11	1011650.8	OK
3.12	898581.0	OK
4.1	735892.8	OK
4.2	1182899.0	OK
4.3	848881.8	OK
4.4	5352.5	OK
4.5	591995.5	OK
4.6	1001214.5	OK
4.7	866059.3	OK
4.8	953241.8	OK
4.9	693564.3	OK
4.10	921855.0	OK
4.11	755367.3	OK
4.12	1156120.8	OK
5.1	754848.3	OK
5.2	835318.3	OK
5.3	951238.5	OK
5.4	1191967.0	OK
5.5	1281415.8	OK
5.6	794015.3	OK
5.7	594708.8	OK
5.8	627138.5	OK
5.9	4723.5	OK
5.10	1110469.8	OK
5.11	859754.0	OK
5.12	883967.0	OK
6.1	1973774.8	OK
6.2	1562268.3	OK
6.3	2011137.3	OK
6.4	388620.5	OK
6.5	2316367.0	OK
6.6	84574.8	OK
6.7	700706.0	OK
6.8	511565.3	OK
6.9	446213.0	OK
6.10	706868.8	OK
6.11	1527421.3	OK
6.12	860013.8	OK
7.1	1094538.5	OK
7.2	284569.5	OK
7.3	437462.5	OK
7.4	3459829.8	OK
7.5	3021802.3	OK
7.6	1019997.0	OK
7.7	739345.5	OK
7.8	703189.3	OK
7.9	990488.5	OK
7.10	930408.5	OK
7.11	413720.8	OK
7.12	246032.3	OK
8.1	685648.0	OK
8.2	3393276.5	OK
8.3	493810.3	OK
8.4	973984.5	OK
8.5	937039.8	OK
8.6	583519.3	OK
8.7	863982.8	OK
8.8	1048976.0	OK
8.9	1310471.0	OK
8.10	1004900.8	OK
8.11	1281784.8	OK
8.12	1030577.3	OK
EndOfResultLayerReport	DataReductionStep
